,order_id,customer_id,category,amount,month
313,314,6,Home,982,January
314,315,192,Cloths,9823,January
315,316,77,Home,1590,January
316,317,22,Elec,5300,January
317,318,123,Elec,1784,January
318,319,195,Elec,917,January
319,320,194,Cloths,572,January
320,321,3,Elec,5805,January
321,322,153,Home,8987,January
322,323,95,Cloths,5064,January
323,324,96,Cloths,8742,January
324,325,120,Elec,6822,January
325,326,9,Elec,7087,January
326,327,157,Cloths,5422,January
327,328,182,Cloths,3219,January
328,329,108,Elec,9118,January
329,330,82,Sports,2715,January
330,331,51,Home,5294,January
331,332,172,Cloths,6285,January
332,333,194,Sports,7173,January
333,334,84,Elec,3604,January
334,335,116,Cloths,3915,January
335,336,170,Elec,7207,January
336,337,141,Cloths,3902,January
337,338,1,Home,5967,January
338,339,157,Sports,2590,January
339,340,86,Cloths,3696,January
340,341,35,Sports,2370,January
341,342,112,Home,6798,January
342,343,187,Cloths,5102,January
343,344,88,Cloths,4197,January
344,345,23,Elec,6269,January
345,346,144,Cloths,3225,January
346,347,102,Home,2604,January
347,348,166,Elec,6713,January
348,349,136,Sports,9625,January
349,350,19,Cloths,2788,January
350,351,36,Sports,6078,January
351,352,135,Sports,4608,January
352,353,37,Cloths,7646,January
353,354,43,Sports,1795,January
354,355,106,Home,511,January
355,356,85,Elec,5711,January
356,357,25,Elec,4998,January
357,358,195,Elec,1153,January
358,359,134,Cloths,2059,January
359,360,84,Cloths,8001,January
360,361,161,Sports,5675,January
361,362,4,Elec,2976,January
362,363,23,Cloths,7756,January
363,364,70,Home,2993,January
364,365,34,Cloths,1768,January
365,366,185,Cloths,4372,January
366,367,189,Sports,1429,January
367,368,156,Elec,4963,January
368,369,25,Elec,8485,January
369,370,145,Sports,9238,January
370,371,79,Home,9782,January
371,372,90,Cloths,7209,January
372,373,32,Sports,6013,January
373,374,152,Cloths,2371,January
374,375,118,Cloths,5486,January
375,376,61,Home,2706,January
376,377,180,Home,8177,January
377,378,106,Elec,2371,January
378,379,141,Sports,7724,January
379,380,69,Elec,6768,January
380,381,157,Home,7542,January
381,382,189,Home,9742,January
382,383,39,Sports,9274,January
383,384,25,Cloths,5330,January
384,385,112,Sports,4888,January
385,386,185,Sports,5597,January
386,387,154,Home,6550,January
387,388,164,Cloths,9351,January
388,389,188,Home,4576,January
389,390,92,Home,8862,January
390,391,125,Elec,3087,January
391,392,108,Sports,8899,January
392,393,183,Cloths,3589,January
393,394,191,Cloths,2462,January
394,395,91,Cloths,4960,January
395,396,107,Elec,4739,January
396,397,174,Sports,9094,January
397,398,30,Sports,2001,January
398,399,57,Sports,2398,January
399,400,138,Elec,8880,January
400,401,189,Home,9476,January
401,402,46,Elec,9770,January
402,403,86,Elec,8372,January
403,404,1,Home,5836,January
404,405,138,Cloths,4753,January
405,406,86,Sports,1111,January
406,407,182,Home,3385,January
407,408,11,Cloths,2383,January
408,409,10,Sports,3899,January
409,410,65,Cloths,7414,January
410,411,57,Home,7635,January
411,412,173,Sports,8987,January
412,413,40,Home,644,January
413,414,89,Home,4608,January
414,415,166,Elec,8576,January
415,416,48,Cloths,3004,January
416,417,77,Elec,6187,January
417,418,11,Sports,4197,January
418,419,59,Cloths,7159,January
419,420,195,Sports,9008,January
420,421,43,Home,3764,January
421,422,134,Cloths,7000,January
422,423,7,Sports,9811,January
423,424,30,Cloths,809,January
424,425,108,Sports,3161,January
425,426,103,Elec,2776,January
426,427,110,Home,7594,January
427,428,100,Elec,8401,January
428,429,147,Cloths,1289,January
429,430,91,Cloths,7970,January
430,431,126,Cloths,939,January
431,432,4,Cloths,2836,January
432,433,184,Elec,3952,January
433,434,162,Home,2917,January
434,435,44,Sports,4454,January
435,436,2,Cloths,3311,January
436,437,47,Cloths,5953,January
437,438,161,Home,7448,January
438,439,195,Elec,4119,January
439,440,104,Sports,3734,January
440,441,76,Home,9623,January
441,442,167,Elec,8098,January
442,443,42,Home,6145,January
443,444,176,Elec,7740,January
444,445,78,Cloths,5500,January
445,446,199,Home,6419,January
446,447,107,Elec,8397,January
447,448,179,Elec,7449,January
448,449,163,Sports,8607,January
449,450,64,Home,7981,January
450,451,180,Home,2078,January
451,452,38,Sports,5400,January
452,453,182,Home,7034,January
453,454,178,Home,9590,January
454,455,72,Cloths,8684,January
455,456,144,Cloths,9810,January
456,457,68,Home,6301,January
457,458,41,Home,2941,January
458,459,93,Sports,7181,January
459,460,70,Home,1741,January
460,461,89,Cloths,8885,January
461,462,112,Elec,4159,January
462,463,127,Cloths,5641,January
463,464,44,Home,9346,January
464,465,41,Cloths,6375,January
465,466,102,Sports,3329,January
466,467,150,Cloths,4063,January
467,468,25,Elec,3058,January
468,469,64,Elec,4158,January
469,470,179,Sports,6820,January
470,471,98,Cloths,722,January
471,472,109,Sports,3845,January
472,473,120,Sports,9964,January
473,474,5,Home,1783,January
474,475,94,Cloths,4459,January
475,476,54,Cloths,8645,January
476,477,70,Cloths,1705,January
477,478,146,Elec,447,January
478,479,59,Home,3406,January
479,480,199,Cloths,4827,January
480,481,118,Cloths,6923,January
481,482,155,Sports,6663,January
482,483,95,Sports,1327,January
483,484,83,Cloths,5513,January
484,485,14,Elec,4764,January
485,486,32,Cloths,9909,January
486,487,36,Elec,6746,January
487,488,27,Sports,9078,January
488,489,196,Home,4243,January
489,490,27,Cloths,2347,January
490,491,74,Elec,8900,January
491,492,105,Sports,9635,January
492,493,195,Cloths,5962,January
493,494,58,Elec,6139,January
494,495,25,Home,5415,January
495,496,160,Cloths,3262,January
496,497,189,Elec,1143,January
497,498,132,Home,1788,January
498,499,52,Elec,4599,January
499,500,38,Sports,5466,January
500,501,115,Sports,7432,February
501,502,81,Clothing,4379,February
502,503,169,Sports,9109,February
503,504,9,Electronics,2317,February
504,505,185,Sports,3368,February
505,506,81,Electronics,8714,February
506,507,148,Sports,1357,February
507,508,73,Sports,3931,February
508,509,48,Electronics,7163,February
509,510,196,Sports,2049,February
510,511,119,Sports,4552,February
511,512,167,Electronics,5148,February
512,513,174,Electronics,6120,February
513,514,74,Clothing,7234,February
514,515,154,Clothing,9780,February
515,516,59,Electronics,9544,February
516,517,157,Clothing,1872,February
517,518,128,Sports,5101,February
518,519,122,Electronics,3263,February
519,520,87,Electronics,4345,February
520,521,150,Clothing,4156,February
521,522,74,Clothing,7783,February
522,523,4,Home,4517,February
523,524,166,Clothing,9796,February
524,525,30,Clothing,4939,February
525,526,147,Home,1672,February
526,527,194,Electronics,2281,February
527,528,96,Clothing,421,February
528,529,34,Home,8336,February
529,530,32,Home,2686,February
530,531,128,Home,524,February
531,532,66,Clothing,8114,February
532,533,124,Clothing,3336,February
533,534,162,Home,2375,February
534,535,12,Electronics,1261,February
535,536,115,Sports,2790,February
536,537,158,Electronics,819,February
537,538,106,Home,1366,February
538,539,104,Home,600,February
539,540,61,Home,8786,February
540,541,199,Sports,3168,February
541,542,163,Electronics,3074,February
542,543,80,Sports,5508,February
543,544,110,Clothing,9111,February
544,545,134,Home,8012,February
545,546,144,Clothing,9683,February
546,547,127,Home,7749,February
547,548,28,Clothing,5924,February
548,549,187,Sports,5808,February
549,550,12,Clothing,7235,February
550,551,48,Electronics,5180,February
551,552,33,Sports,3338,February
552,553,157,Electronics,2298,February
553,554,79,Clothing,5715,February
554,555,102,Electronics,8115,February
555,556,58,Electronics,3744,February
556,557,169,Clothing,7709,February
557,558,70,Home,2937,February
558,559,160,Clothing,6279,February
559,560,9,Clothing,3039,February
560,561,190,Clothing,9070,February
561,562,106,Clothing,5068,February
562,563,140,Sports,9677,February
563,564,188,Electronics,9438,February
564,565,141,Sports,7466,February
565,566,93,Electronics,7628,February
566,567,193,Sports,8084,February
567,568,33,Sports,5322,February
568,569,101,Home,3933,February
569,570,101,Electronics,8071,February
570,571,26,Electronics,9219,February
571,572,114,Electronics,5367,February
572,573,162,Clothing,2111,February
573,574,56,Sports,5195,February
574,575,48,Electronics,6892,February
575,576,118,Clothing,9418,February
576,577,161,Clothing,7570,February
577,578,189,Sports,5760,February
578,579,183,Electronics,2299,February
579,580,96,Electronics,5955,February
580,581,19,Sports,9783,February
581,582,160,Sports,7930,February
582,583,61,Sports,449,February
583,584,73,Clothing,258,February
584,585,173,Electronics,9167,February
585,586,34,Sports,651,February
586,587,198,Electronics,5614,February
587,588,120,Sports,2964,February
588,589,157,Sports,5204,February
589,590,17,Clothing,6337,February
590,591,29,Clothing,2970,February
591,592,89,Sports,4377,February
592,593,77,Electronics,7883,February
593,594,168,Clothing,1543,February
594,595,82,Clothing,5210,February
595,596,167,Clothing,1880,February
596,597,65,Sports,2559,February
597,598,92,Sports,8613,February
598,599,152,Home,8861,February
599,600,4,Electronics,2368,February
600,601,97,Electronics,5865,February
601,602,79,Home,8470,February
602,603,24,Home,8440,February
603,604,93,Electronics,7142,February
604,605,135,Home,7195,February
605,606,93,Electronics,2812,February
606,607,3,Home,9671,February
607,608,13,Clothing,3769,February
608,609,196,Clothing,5718,February
609,610,134,Sports,8754,February
610,611,26,Clothing,7017,February
611,612,74,Clothing,8908,February
612,613,174,Electronics,324,February
613,614,89,Sports,2115,February
614,615,59,Sports,6097,February
615,616,49,Home,5859,February
616,617,198,Electronics,6580,February
617,618,51,Clothing,9502,February
618,619,38,Home,9666,February
619,620,116,Home,9636,February
620,621,163,Electronics,2091,February
621,622,178,Clothing,3063,February
622,623,34,Electronics,1673,February
623,624,171,Clothing,3192,February
624,625,92,Home,932,February
625,626,32,Electronics,2560,February
626,627,52,Home,3322,February
627,628,94,Clothing,1886,February
628,629,174,Home,3327,February
629,630,116,Electronics,7429,February
630,631,147,Sports,535,February
631,632,169,Electronics,6854,February
632,633,79,Clothing,6795,February
633,634,46,Home,6737,February
634,635,35,Home,5661,February
635,636,136,Electronics,8988,February
636,637,27,Clothing,9524,February
637,638,180,Sports,4866,February
638,639,172,Clothing,522,February
639,640,89,Home,8277,February
640,641,7,Sports,7279,February
641,642,160,Electronics,2527,February
642,643,138,Electronics,1452,February
643,644,167,Electronics,9172,February
644,645,79,Electronics,9991,February
645,646,148,Home,4870,February
646,647,197,Electronics,2184,February
647,648,181,Sports,9370,February
648,649,173,Home,7655,February
649,650,12,Home,9095,February
650,651,197,Sports,1270,February
651,652,156,Sports,6386,February
652,653,112,Clothing,8384,February
653,654,45,Sports,7414,February
654,655,119,Sports,6463,February
655,656,87,Sports,2897,February
656,657,149,Sports,6004,February
657,658,24,Home,8818,February
658,659,43,Home,255,February
659,660,163,Electronics,9444,February
660,661,177,Sports,3373,February
661,662,156,Clothing,9677,February
662,663,112,Electronics,8322,February
663,664,7,Sports,9457,February
664,665,173,Sports,1545,February
665,666,104,Clothing,3803,February
666,667,160,Clothing,6342,February
667,668,59,Home,1031,February
668,669,34,Sports,7400,February
669,670,159,Clothing,7784,February
670,671,146,Clothing,7966,February
671,672,2,Electronics,4347,February
672,673,99,Sports,929,February
673,674,168,Sports,6870,February
674,675,58,Sports,1396,February
675,676,162,Sports,1061,February
676,677,29,Sports,8853,February
677,678,69,Clothing,5226,February
678,679,60,Electronics,7487,February
679,680,151,Electronics,7880,February
680,681,46,Sports,7588,February
681,682,50,Home,4937,February
682,683,57,Sports,3453,February
683,684,46,Sports,3904,February
684,685,20,Home,7926,February
685,686,191,Sports,5208,February
686,687,196,Clothing,4351,February
687,688,27,Sports,6959,February
688,689,95,Clothing,5828,February
689,690,72,Clothing,2166,February
690,691,12,Electronics,7122,February
691,692,161,Sports,8458,February
692,693,96,Home,7061,February
693,694,162,Electronics,1908,February
694,695,72,Electronics,5277,February
695,696,80,Clothing,2236,February
696,697,130,Home,3105,February
697,698,133,Sports,9376,February
698,699,185,Clothing,7257,February
699,700,52,Sports,8129,February
700,701,82,Sports,4410,February
701,702,81,Clothing,9202,February
702,703,76,Sports,6026,February
703,704,197,Clothing,8348,February
704,705,168,Clothing,1438,February
705,706,159,Clothing,1416,February
706,707,199,Home,9680,February
707,708,12,Home,9761,February
708,709,167,Electronics,5233,February
709,710,118,Clothing,7309,February
710,711,127,Clothing,4492,February
711,712,179,Clothing,2457,February
712,713,13,Sports,8542,February
713,714,140,Sports,5059,February
714,715,27,Clothing,8789,February
715,716,1,Clothing,4095,February
716,717,116,Clothing,3371,February
717,718,107,Sports,2972,February
718,719,95,Electronics,9055,February
719,720,134,Sports,9761,February
720,721,51,Clothing,7515,February
721,722,178,Sports,9142,February
722,723,116,Home,4995,February
723,724,120,Sports,8441,February
724,725,61,Clothing,3031,February
725,726,93,Home,2512,February
726,727,176,Electronics,1966,February
727,728,199,Home,711,February
728,729,64,Home,3993,February
729,730,79,Clothing,4889,February
730,731,55,Sports,629,February
731,732,114,Home,6007,February
732,733,131,Home,3309,February
733,734,84,Sports,6983,February
734,735,80,Clothing,345,February
735,736,183,Home,500,February
736,737,137,Electronics,9286,February
737,738,107,Home,2701,February
738,739,91,Sports,4788,February
739,740,96,Sports,6515,February
740,741,22,Electronics,2450,February
741,742,22,Clothing,2368,February
742,743,122,Home,1409,February
743,744,90,Home,6523,February
744,745,59,Home,9226,February
745,746,63,Electronics,3459,February
746,747,127,Sports,9007,February
747,748,77,Electronics,7602,February
748,749,148,Electronics,9790,February
749,750,174,Clothing,2981,February
750,751,140,Sports,8652,February
751,752,75,Home,6017,February
752,753,13,Electronics,2374,February
753,754,116,Home,1848,February
754,755,180,Home,7934,February
755,756,134,Electronics,7130,February
756,757,67,Sports,3674,February
757,758,86,Sports,3304,February
758,759,146,Sports,2934,February
759,760,193,Electronics,5349,February
760,761,81,Home,6929,February
761,762,75,Home,9646,February
762,763,167,Sports,5239,February
763,764,162,Electronics,247,February
764,765,142,Clothing,6527,February
765,766,44,Electronics,6878,February
766,767,114,Home,2548,February
767,768,18,Clothing,891,February
768,769,71,Home,7172,February
769,770,179,Clothing,1977,February
770,771,106,Home,3876,February
771,772,96,Clothing,5643,February
772,773,153,Clothing,5775,February
773,774,54,Sports,4823,February
774,775,84,Electronics,1638,February
775,776,88,Home,9926,February
776,777,148,Sports,5829,February
777,778,186,Home,5478,February
778,779,94,Sports,1279,February
779,780,19,Home,3960,February
780,781,138,Sports,3037,February
781,782,22,Clothing,6589,February
782,783,152,Sports,7342,February
783,784,73,Clothing,6459,February
784,785,36,Home,7313,February
785,786,55,Home,3115,February
786,787,58,Sports,2083,February
787,788,136,Sports,3342,February
788,789,40,Sports,3607,February
789,790,54,Clothing,3662,February
790,791,24,Sports,4720,February
791,792,189,Home,9886,February
792,793,9,Sports,5474,February
793,794,76,Home,8687,February
794,795,77,Clothing,2172,February
795,796,119,Home,7210,February
796,797,144,Sports,6081,February
797,798,54,Electronics,2817,February
798,799,159,Sports,4919,February
799,800,30,Home,4277,February
800,801,80,Home,4389,February
801,802,137,Sports,5100,February
802,803,183,Clothing,875,February
803,804,173,Home,9573,February
804,805,195,Sports,2875,February
805,806,116,Home,5828,February
806,807,174,Clothing,6325,February
807,808,96,Sports,7757,February
808,809,16,Sports,9643,February
809,810,110,Sports,8543,February
810,811,8,Electronics,6519,February
811,812,162,Electronics,2127,February
812,813,41,Electronics,4349,February
813,814,131,Sports,3920,February
814,815,32,Clothing,588,February
815,816,108,Sports,8676,February
816,817,69,Sports,6557,February
817,818,161,Sports,5954,February
818,819,113,Home,6744,February
819,820,189,Electronics,5172,February
820,821,131,Home,7403,February
821,822,38,Sports,9798,February
822,823,102,Electronics,3896,February
823,824,154,Electronics,4716,February
824,825,94,Home,6389,February
825,826,129,Clothing,3110,February
826,827,170,Clothing,1872,February
827,828,129,Sports,1023,February
828,829,144,Clothing,8380,February
829,830,91,Clothing,1581,February
830,831,154,Electronics,5953,February
831,832,150,Electronics,520,February
832,833,144,Home,5751,February
833,834,167,Sports,9376,February
834,835,130,Home,916,February
835,836,141,Home,9849,February
836,837,113,Clothing,656,February
837,838,36,Home,7831,February
838,839,161,Home,880,February
839,840,121,Clothing,1721,February
840,841,177,Home,4792,February
841,842,20,Sports,746,February
842,843,155,Electronics,8118,February
843,844,162,Sports,4534,February
844,845,59,Clothing,1784,February
845,846,8,Clothing,3497,February
846,847,120,Home,4949,February
847,848,115,Electronics,8801,February
848,849,28,Clothing,1755,February
849,850,48,Clothing,1555,February
850,851,19,Electronics,387,February
851,852,92,Home,1771,February
852,853,96,Sports,2599,February
853,854,40,Clothing,3647,February
854,855,140,Clothing,5642,February
855,856,103,Clothing,6305,February
856,857,13,Sports,4914,February
857,858,153,Home,2995,February
858,859,123,Clothing,2242,February
859,860,188,Home,1136,February
860,861,176,Home,7382,February
861,862,114,Clothing,3699,February
862,863,160,Sports,2198,February
863,864,181,Electronics,6563,February
864,865,120,Electronics,8477,February
865,866,50,Electronics,7222,February
866,867,198,Sports,5234,February
867,868,31,Home,5885,February
868,869,54,Electronics,7425,February
869,870,99,Sports,4966,February
870,871,132,Clothing,3931,February
871,872,150,Electronics,7531,February
872,873,75,Home,5747,February
873,874,90,Sports,8221,February
874,875,84,Electronics,216,February
875,876,123,Sports,7507,February
876,877,63,Sports,6625,February
877,878,78,Home,8265,February
878,879,167,Home,4733,February
879,880,29,Sports,5898,February
880,881,30,Electronics,5617,February
881,882,31,Electronics,3450,February
882,883,192,Clothing,1311,February
883,884,109,Electronics,4222,February
884,885,22,Home,6942,February
885,886,181,Sports,2861,February
886,887,121,Sports,292,February
887,888,130,Electronics,4757,February
888,889,177,Electronics,5110,February
889,890,193,Home,3684,February
890,891,6,Sports,3819,February
891,892,171,Sports,8831,February
892,893,74,Home,2176,February
893,894,46,Sports,5144,February
894,895,5,Clothing,641,February
895,896,186,Clothing,4347,February
896,897,51,Sports,5660,February
897,898,160,Electronics,3026,February
898,899,167,Clothing,2839,February
899,900,106,Electronics,4087,February
900,901,23,Home,3847,February
901,902,24,Clothing,9293,February
902,903,100,Sports,9629,February
903,904,133,Home,3341,February
904,905,125,Home,7179,February
905,906,33,Sports,1375,February
906,907,5,Sports,2500,February
907,908,50,Electronics,5876,February
908,909,195,Sports,8500,February
909,910,145,Clothing,4041,February
910,911,147,Clothing,1379,February
911,912,110,Electronics,7580,February
912,913,25,Clothing,8849,February
913,914,4,Home,7577,February
914,915,97,Clothing,2622,February
915,916,27,Sports,3359,February
916,917,174,Clothing,2106,February
917,918,118,Clothing,8576,February
918,919,75,Home,4263,February
919,920,151,Sports,5449,February
920,921,119,Clothing,2479,February
921,922,156,Home,4802,February
922,923,138,Sports,3414,February
923,924,116,Clothing,4633,February
924,925,124,Electronics,5310,February
925,926,138,Home,1252,February
