,order_id,customer_id,category,amount,month
64,65,17,Elec,2817.0,January
65,66,23,Home,4186.0,January
66,67,141,Sports,2168.0,January
67,68,29,Home,6037.0,January
68,69,196,Cloths,3312.0,January
69,70,56,Sports,8870.0,January
70,71,177,Cloths,1314.0,January
71,72,127,Cloths,318.0,January
72,73,31,Home,942.0,January
73,74,190,Home,3547.0,January
74,75,124,Home,7956.0,January
75,76,161,Cloths,241.0,January
76,77,102,Cloths,2237.0,January
77,78,78,Cloths,800.0,January
78,79,50,Sports,4221.0,January
79,80,60,Sports,1779.0,January
80,81,186,Elec,7714.0,January
81,82,56,Sports,9339.0,January
82,83,60,Cloths,475.0,January
83,84,188,Cloths,4109.0,January
84,85,183,Home,9853.0,January
85,86,174,Home,6462.0,January
86,87,136,Home,1137.0,January
87,88,85,Home,3713.0,January
88,89,8,Elec,6789.0,January
89,90,161,Elec,6253.0,January
90,91,18,Cloths,7788.0,January
91,92,141,Sports,9725.0,January
92,93,102,Cloths,4381.0,January
93,94,15,Cloths,5209.0,January
94,95,159,Sports,5687.0,January
95,96,142,Elec,5144.0,January
96,97,98,Elec,7785.0,January
97,98,106,Cloths,6519.0,January
98,99,37,Elec,6693.0,January
99,100,12,Sports,4843.0,January
100,101,79,Elec,5868.0,January
101,102,97,Home,3312.0,January
102,103,106,Elec,,January
103,104,111,Elec,3639.0,January
104,105,64,Home,6384.0,January
105,106,119,Home,841.0,January
106,107,100,Elec,2802.0,January
107,108,104,Cloths,7256.0,January
108,109,31,Sports,734.0,January
109,110,30,Sports,6664.0,January
110,111,151,Cloths,7557.0,January
111,112,149,Elec,9275.0,January
112,113,112,Elec,8524.0,January
113,114,103,Elec,1250.0,January
114,115,86,Cloths,2795.0,January
115,116,130,Elec,1689.0,January
116,117,113,Elec,8508.0,January
117,118,51,Sports,3424.0,January
118,119,145,Cloths,,January
119,120,147,Elec,,January
120,121,32,Sports,4028.0,January
121,122,141,Elec,6905.0,January
122,123,67,Cloths,1961.0,January
123,124,164,Home,5816.0,January
124,125,159,Home,529.0,January
125,126,133,Sports,4330.0,January
126,127,16,Sports,5718.0,January
127,128,8,Cloths,6295.0,January
128,129,49,Sports,1654.0,January
129,130,194,Cloths,7256.0,January
130,131,141,Sports,2218.0,January
131,132,161,Elec,5957.0,January
132,133,177,Sports,5478.0,January
133,134,148,Home,2287.0,January
134,135,52,Sports,6837.0,January
135,136,37,Cloths,3697.0,January
136,137,86,Cloths,9279.0,January
137,138,82,Home,2294.0,January
138,139,37,Elec,9358.0,January
139,140,98,Sports,6289.0,January
140,141,106,Cloths,9639.0,January
141,142,145,Cloths,4258.0,January
142,143,161,Elec,3945.0,January
143,144,19,Home,5817.0,January
144,145,154,Elec,4806.0,January
145,146,45,Cloths,1114.0,January
146,147,120,Home,6446.0,January
147,148,187,Home,5659.0,January
148,149,175,Cloths,275.0,January
149,150,62,Sports,,January
150,151,76,Cloths,2793.0,January
151,152,126,Cloths,9302.0,January
152,153,46,Elec,9421.0,January
153,154,173,Cloths,2108.0,January
154,155,13,Elec,2487.0,January
155,156,74,Home,9918.0,January
156,157,178,Sports,5498.0,January
157,158,171,Sports,4416.0,January
158,159,143,Sports,7607.0,January
159,160,183,Elec,6386.0,January
160,161,122,Home,9623.0,January
161,162,110,Sports,4282.0,January
162,163,135,Sports,8341.0,January
163,164,29,Home,7628.0,January
164,165,170,Cloths,2385.0,January
165,166,89,Cloths,3961.0,January
166,167,16,Sports,4830.0,January
167,168,150,Elec,3042.0,January
168,169,193,Elec,9404.0,January
169,170,121,Cloths,7301.0,January
170,171,57,Cloths,4170.0,January
171,172,99,Sports,4514.0,January
172,173,119,Sports,5107.0,January
173,174,71,Cloths,5105.0,January
174,175,14,Cloths,6532.0,January
175,176,21,Elec,7561.0,January
176,177,116,Sports,3367.0,January
177,178,81,Home,3635.0,January
178,179,11,Elec,8019.0,January
179,180,166,Elec,2605.0,January
180,181,107,Cloths,1163.0,January
181,182,33,Home,3666.0,January
182,183,141,Cloths,4646.0,January
183,184,170,Sports,4147.0,January
184,185,176,Cloths,6190.0,January
185,186,71,Sports,4395.0,January
186,187,39,Elec,7066.0,January
187,188,175,Sports,3462.0,January
188,189,131,Sports,2748.0,January
189,190,70,Cloths,8937.0,January
190,191,33,Sports,7732.0,January
191,192,65,Sports,6747.0,January
192,193,6,Cloths,7951.0,January
193,194,189,Sports,609.0,January
194,195,102,Elec,5415.0,January
195,196,71,Cloths,6067.0,January
196,197,90,Home,8408.0,January
197,198,119,Home,1954.0,January
198,199,169,Elec,3850.0,January
199,200,102,Home,1201.0,January
200,201,93,Cloths,5455.0,January
201,202,186,Sports,6905.0,January
202,203,35,Sports,1760.0,January
203,204,14,Cloths,1067.0,January
204,205,18,Home,6469.0,January
205,206,46,Sports,8039.0,January
206,207,68,Sports,5299.0,January
207,208,101,Cloths,8447.0,January
208,209,162,Home,745.0,January
209,210,183,Sports,6257.0,January
210,211,41,Home,9378.0,January
211,212,187,Elec,7317.0,January
212,213,104,Sports,2525.0,January
213,214,144,Home,2510.0,January
214,215,50,Elec,,January
215,216,158,Home,1117.0,January
216,217,167,Cloths,3082.0,January
217,218,55,Cloths,4322.0,January
218,219,145,Sports,5534.0,January
219,220,75,Cloths,7128.0,January
220,221,64,Sports,6059.0,January
221,222,76,Sports,9435.0,January
222,223,171,Elec,9941.0,January
223,224,119,Elec,1904.0,January
224,225,108,Elec,1183.0,January
225,226,64,Elec,6988.0,January
226,227,122,Cloths,6551.0,January
227,228,75,Cloths,6282.0,January
228,229,88,Home,4874.0,January
229,230,152,Sports,1759.0,January
230,231,124,Home,9506.0,January
231,232,142,Elec,7744.0,January
232,233,117,Elec,9593.0,January
233,234,89,Sports,1016.0,January
234,235,54,Home,7575.0,January
235,236,112,Sports,8556.0,January
236,237,13,Elec,708.0,January
237,238,38,Elec,4460.0,January
238,239,93,Elec,3387.0,January
239,240,75,Elec,1028.0,January
240,241,175,Elec,5821.0,January
241,242,6,Elec,4953.0,January
242,243,109,Cloths,794.0,January
243,244,119,Cloths,5507.0,January
244,245,131,Elec,7969.0,January
245,246,117,Sports,8085.0,January
246,247,99,Cloths,2194.0,January
247,248,72,Sports,7037.0,January
248,249,98,Home,621.0,January
249,250,33,Home,3105.0,January
250,251,132,Elec,3646.0,January
251,252,196,Cloths,3958.0,January
252,253,143,Elec,5483.0,January
253,254,141,Cloths,2365.0,January
254,255,157,Sports,8015.0,January
255,256,133,Sports,9853.0,January
256,257,82,Elec,7644.0,January
257,258,74,Cloths,9351.0,January
258,259,91,Elec,2454.0,January
259,260,57,Cloths,8829.0,January
260,261,197,Home,4558.0,January
261,262,89,Cloths,1698.0,January
262,263,170,Home,8674.0,January
263,264,139,Sports,873.0,January
264,265,16,Elec,4644.0,January
265,266,153,Home,1988.0,January
266,267,13,Home,8665.0,January
267,268,22,Elec,9356.0,January
268,269,65,Home,6160.0,January
269,270,117,Cloths,4032.0,January
270,271,136,Home,8502.0,January
271,272,156,Sports,6981.0,January
272,273,141,Elec,2597.0,January
273,274,73,Sports,1157.0,January
274,275,168,Sports,1416.0,January
275,276,54,Sports,5411.0,January
276,277,84,Home,2496.0,January
277,278,183,Home,5232.0,January
278,279,143,Elec,2285.0,January
279,280,41,Home,1893.0,January
280,281,14,Sports,4684.0,January
281,282,178,Sports,1023.0,January
282,283,64,Elec,5316.0,January
283,284,29,Home,3573.0,January
284,285,168,Home,4033.0,January
285,286,25,Elec,1090.0,January
286,287,107,Cloths,3980.0,January
287,288,30,Cloths,6149.0,January
288,289,9,Elec,613.0,January
289,290,164,Elec,5694.0,January
290,291,62,Sports,644.0,January
291,292,141,Cloths,4251.0,January
292,293,149,Sports,1871.0,January
293,294,178,Cloths,7482.0,January
294,295,60,Elec,500.0,January
295,296,172,Sports,3590.0,January
296,297,178,Home,1292.0,January
297,298,100,Elec,9411.0,January
298,299,94,Cloths,254.0,January
299,300,105,Home,4382.0,January
300,301,27,Elec,4553.0,January
301,302,32,Elec,5893.0,January
302,303,122,Home,4799.0,January
303,304,154,Sports,8692.0,January
304,305,149,Cloths,4845.0,January
305,306,17,Elec,8807.0,January
306,307,123,Cloths,6458.0,January
307,308,140,Elec,8695.0,January
308,309,15,Sports,800.0,January
309,310,141,Elec,9334.0,January
310,311,49,Home,899.0,January
311,312,80,Cloths,6712.0,January
312,313,68,Elec,681.0,January
313,314,6,Home,982.0,January
314,315,192,Cloths,9823.0,January
315,316,77,Home,1590.0,January
316,317,22,Elec,5300.0,January
317,318,123,Elec,1784.0,January
318,319,195,Elec,917.0,January
319,320,194,Cloths,572.0,January
320,321,3,Elec,,January
321,322,153,Home,8987.0,January
322,323,95,Cloths,5064.0,January
323,324,96,Cloths,8742.0,January
324,325,120,Elec,6822.0,January
325,326,9,Elec,7087.0,January
326,327,157,Cloths,5422.0,January
327,328,182,Cloths,3219.0,January
328,329,108,Elec,9118.0,January
329,330,82,Sports,2715.0,January
330,331,51,Home,5294.0,January
331,332,172,Cloths,6285.0,January
332,333,194,Sports,7173.0,January
333,334,84,Elec,3604.0,January
334,335,116,Cloths,3915.0,January
335,336,170,Elec,7207.0,January
336,337,141,Cloths,3902.0,January
337,338,1,Home,,January
338,339,157,Sports,2590.0,January
339,340,86,Cloths,3696.0,January
340,341,35,Sports,2370.0,January
341,342,112,Home,6798.0,January
342,343,187,Cloths,5102.0,January
343,344,88,Cloths,4197.0,January
344,345,23,Elec,6269.0,January
345,346,144,Cloths,3225.0,January
346,347,102,Home,2604.0,January
347,348,166,Elec,6713.0,January
348,349,136,Sports,9625.0,January
349,350,19,Cloths,2788.0,January
350,351,36,Sports,6078.0,January
351,352,135,Sports,4608.0,January
352,353,37,Cloths,7646.0,January
353,354,43,Sports,1795.0,January
354,355,106,Home,511.0,January
355,356,85,Elec,5711.0,January
356,357,25,Elec,4998.0,January
357,358,195,Elec,1153.0,January
358,359,134,Cloths,2059.0,January
359,360,84,Cloths,8001.0,January
360,361,161,Sports,5675.0,January
361,362,4,Elec,2976.0,January
362,363,23,Cloths,7756.0,January
363,364,70,Home,2993.0,January
364,365,34,Cloths,1768.0,January
365,366,185,Cloths,4372.0,January
366,367,189,Sports,1429.0,January
367,368,156,Elec,4963.0,January
368,369,25,Elec,8485.0,January
369,370,145,Sports,9238.0,January
370,371,79,Home,9782.0,January
371,372,90,Cloths,7209.0,January
372,373,32,Sports,6013.0,January
373,374,152,Cloths,2371.0,January
374,375,118,Cloths,5486.0,January
375,376,61,Home,2706.0,January
376,377,180,Home,8177.0,January
377,378,106,Elec,2371.0,January
378,379,141,Sports,7724.0,January
379,380,69,Elec,6768.0,January
380,381,157,Home,7542.0,January
381,382,189,Home,9742.0,January
382,383,39,Sports,9274.0,January
383,384,25,Cloths,5330.0,January
384,385,112,Sports,4888.0,January
385,386,185,Sports,5597.0,January
386,387,154,Home,6550.0,January
387,388,164,Cloths,9351.0,January
388,389,188,Home,4576.0,January
389,390,92,Home,8862.0,January
390,391,125,Elec,3087.0,January
391,392,108,Sports,8899.0,January
392,393,183,Cloths,3589.0,January
393,394,191,Cloths,2462.0,January
394,395,91,Cloths,4960.0,January
395,396,107,Elec,4739.0,January
396,397,174,Sports,9094.0,January
397,398,30,Sports,2001.0,January
398,399,57,Sports,2398.0,January
399,400,138,Elec,8880.0,January
400,401,189,Home,9476.0,January
401,402,46,Elec,9770.0,January
402,403,86,Elec,8372.0,January
403,404,1,Home,5836.0,January
404,405,138,Cloths,4753.0,January
405,406,86,Sports,1111.0,January
406,407,182,Home,3385.0,January
407,408,11,Cloths,2383.0,January
408,409,10,Sports,3899.0,January
409,410,65,Cloths,7414.0,January
410,411,57,Home,7635.0,January
411,412,173,Sports,8987.0,January
412,413,40,Home,644.0,January
413,414,89,Home,4608.0,January
414,415,166,Elec,8576.0,January
415,416,48,Cloths,3004.0,January
416,417,77,Elec,6187.0,January
417,418,11,Sports,4197.0,January
418,419,59,Cloths,7159.0,January
419,420,195,Sports,,January
420,421,43,Home,3764.0,January
421,422,134,Cloths,7000.0,January
422,423,7,Sports,9811.0,January
423,424,30,Cloths,809.0,January
424,425,108,Sports,3161.0,January
425,426,103,Elec,2776.0,January
426,427,110,Home,7594.0,January
427,428,100,Elec,8401.0,January
428,429,147,Cloths,1289.0,January
429,430,91,Cloths,7970.0,January
430,431,126,Cloths,939.0,January
431,432,4,Cloths,2836.0,January
432,433,184,Elec,3952.0,January
433,434,162,Home,2917.0,January
434,435,44,Sports,4454.0,January
435,436,2,Cloths,3311.0,January
436,437,47,Cloths,5953.0,January
437,438,161,Home,7448.0,January
438,439,195,Elec,4119.0,January
439,440,104,Sports,3734.0,January
440,441,76,Home,9623.0,January
441,442,167,Elec,8098.0,January
442,443,42,Home,6145.0,January
443,444,176,Elec,7740.0,January
444,445,78,Cloths,5500.0,January
445,446,199,Home,6419.0,January
446,447,107,Elec,,January
447,448,179,Elec,7449.0,January
448,449,163,Sports,8607.0,January
449,450,64,Home,7981.0,January
450,451,180,Home,2078.0,January
451,452,38,Sports,5400.0,January
452,453,182,Home,7034.0,January
453,454,178,Home,9590.0,January
454,455,72,Cloths,8684.0,January
455,456,144,Cloths,9810.0,January
456,457,68,Home,6301.0,January
457,458,41,Home,,January
458,459,93,Sports,7181.0,January
459,460,70,Home,1741.0,January
460,461,89,Cloths,8885.0,January
461,462,112,Elec,4159.0,January
462,463,127,Cloths,5641.0,January
463,464,44,Home,9346.0,January
464,465,41,Cloths,6375.0,January
465,466,102,Sports,3329.0,January
466,467,150,Cloths,4063.0,January
467,468,25,Elec,,January
468,469,64,Elec,4158.0,January
469,470,179,Sports,6820.0,January
470,471,98,Cloths,722.0,January
471,472,109,Sports,3845.0,January
472,473,120,Sports,9964.0,January
473,474,5,Home,1783.0,January
474,475,94,Cloths,4459.0,January
475,476,54,Cloths,,January
476,477,70,Cloths,1705.0,January
477,478,146,Elec,447.0,January
478,479,59,Home,3406.0,January
479,480,199,Cloths,4827.0,January
480,481,118,Cloths,6923.0,January
481,482,155,Sports,6663.0,January
482,483,95,Sports,1327.0,January
483,484,83,Cloths,5513.0,January
484,485,14,Elec,4764.0,January
485,486,32,Cloths,9909.0,January
486,487,36,Elec,6746.0,January
487,488,27,Sports,9078.0,January
488,489,196,Home,4243.0,January
489,490,27,Cloths,2347.0,January
490,491,74,Elec,8900.0,January
491,492,105,Sports,9635.0,January
492,493,195,Cloths,5962.0,January
493,494,58,Elec,6139.0,January
494,495,25,Home,5415.0,January
495,496,160,Cloths,3262.0,January
496,497,189,Elec,1143.0,January
497,498,132,Home,1788.0,January
498,499,52,Elec,4599.0,January
499,500,38,Sports,5466.0,January
500,501,115,Sports,7432.0,February
501,502,81,Clothing,4379.0,February
502,503,169,Sports,9109.0,February
503,504,9,Electronics,2317.0,February
504,505,185,Sports,3368.0,February
505,506,81,Electronics,8714.0,February
506,507,148,Sports,1357.0,February
507,508,73,Sports,3931.0,February
508,509,48,Electronics,7163.0,February
509,510,196,Sports,2049.0,February
510,511,119,Sports,4552.0,February
511,512,167,Electronics,5148.0,February
512,513,174,Electronics,6120.0,February
513,514,74,Clothing,7234.0,February
514,515,154,Clothing,,February
515,516,59,Electronics,9544.0,February
516,517,157,Clothing,1872.0,February
517,518,128,Sports,5101.0,February
518,519,122,Electronics,3263.0,February
519,520,87,Electronics,4345.0,February
520,521,150,Clothing,4156.0,February
521,522,74,Clothing,7783.0,February
522,523,4,Home,4517.0,February
523,524,166,Clothing,9796.0,February
524,525,30,Clothing,4939.0,February
525,526,147,Home,1672.0,February
526,527,194,Electronics,2281.0,February
527,528,96,Clothing,421.0,February
528,529,34,Home,8336.0,February
529,530,32,Home,2686.0,February
530,531,128,Home,524.0,February
531,532,66,Clothing,8114.0,February
532,533,124,Clothing,3336.0,February
533,534,162,Home,2375.0,February
534,535,12,Electronics,1261.0,February
535,536,115,Sports,2790.0,February
536,537,158,Electronics,819.0,February
537,538,106,Home,1366.0,February
538,539,104,Home,600.0,February
539,540,61,Home,8786.0,February
540,541,199,Sports,3168.0,February
541,542,163,Electronics,3074.0,February
542,543,80,Sports,5508.0,February
543,544,110,Clothing,9111.0,February
544,545,134,Home,8012.0,February
545,546,144,Clothing,9683.0,February
546,547,127,Home,7749.0,February
547,548,28,Clothing,5924.0,February
548,549,187,Sports,5808.0,February
549,550,12,Clothing,7235.0,February
550,551,48,Electronics,5180.0,February
551,552,33,Sports,3338.0,February
552,553,157,Electronics,2298.0,February
553,554,79,Clothing,5715.0,February
554,555,102,Electronics,8115.0,February
555,556,58,Electronics,3744.0,February
556,557,169,Clothing,,February
557,558,70,Home,2937.0,February
558,559,160,Clothing,6279.0,February
559,560,9,Clothing,3039.0,February
560,561,190,Clothing,9070.0,February
561,562,106,Clothing,5068.0,February
562,563,140,Sports,9677.0,February
563,564,188,Electronics,9438.0,February
564,565,141,Sports,7466.0,February
565,566,93,Electronics,7628.0,February
566,567,193,Sports,8084.0,February
567,568,33,Sports,5322.0,February
568,569,101,Home,3933.0,February
569,570,101,Electronics,8071.0,February
570,571,26,Electronics,9219.0,February
571,572,114,Electronics,5367.0,February
572,573,162,Clothing,2111.0,February
573,574,56,Sports,5195.0,February
574,575,48,Electronics,6892.0,February
575,576,118,Clothing,9418.0,February
576,577,161,Clothing,7570.0,February
577,578,189,Sports,5760.0,February
578,579,183,Electronics,2299.0,February
579,580,96,Electronics,5955.0,February
580,581,19,Sports,9783.0,February
581,582,160,Sports,7930.0,February
582,583,61,Sports,449.0,February
583,584,73,Clothing,258.0,February
584,585,173,Electronics,9167.0,February
585,586,34,Sports,651.0,February
586,587,198,Electronics,5614.0,February
587,588,120,Sports,2964.0,February
588,589,157,Sports,5204.0,February
589,590,17,Clothing,6337.0,February
590,591,29,Clothing,2970.0,February
591,592,89,Sports,4377.0,February
592,593,77,Electronics,7883.0,February
593,594,168,Clothing,1543.0,February
594,595,82,Clothing,5210.0,February
595,596,167,Clothing,1880.0,February
596,597,65,Sports,2559.0,February
597,598,92,Sports,8613.0,February
598,599,152,Home,8861.0,February
599,600,4,Electronics,2368.0,February
600,601,97,Electronics,5865.0,February
601,602,79,Home,8470.0,February
602,603,24,Home,8440.0,February
603,604,93,Electronics,7142.0,February
604,605,135,Home,7195.0,February
605,606,93,Electronics,2812.0,February
606,607,3,Home,9671.0,February
607,608,13,Clothing,3769.0,February
608,609,196,Clothing,5718.0,February
609,610,134,Sports,8754.0,February
610,611,26,Clothing,7017.0,February
611,612,74,Clothing,8908.0,February
612,613,174,Electronics,324.0,February
613,614,89,Sports,2115.0,February
614,615,59,Sports,6097.0,February
615,616,49,Home,5859.0,February
616,617,198,Electronics,6580.0,February
617,618,51,Clothing,9502.0,February
618,619,38,Home,9666.0,February
619,620,116,Home,9636.0,February
620,621,163,Electronics,2091.0,February
621,622,178,Clothing,3063.0,February
622,623,34,Electronics,1673.0,February
623,624,171,Clothing,3192.0,February
624,625,92,Home,932.0,February
625,626,32,Electronics,2560.0,February
626,627,52,Home,3322.0,February
627,628,94,Clothing,1886.0,February
628,629,174,Home,3327.0,February
629,630,116,Electronics,7429.0,February
630,631,147,Sports,535.0,February
631,632,169,Electronics,6854.0,February
632,633,79,Clothing,,February
633,634,46,Home,6737.0,February
634,635,35,Home,,February
635,636,136,Electronics,8988.0,February
636,637,27,Clothing,9524.0,February
637,638,180,Sports,4866.0,February
638,639,172,Clothing,522.0,February
639,640,89,Home,8277.0,February
640,641,7,Sports,7279.0,February
641,642,160,Electronics,2527.0,February
642,643,138,Electronics,1452.0,February
643,644,167,Electronics,9172.0,February
644,645,79,Electronics,9991.0,February
645,646,148,Home,4870.0,February
646,647,197,Electronics,2184.0,February
647,648,181,Sports,9370.0,February
648,649,173,Home,7655.0,February
649,650,12,Home,9095.0,February
650,651,197,Sports,1270.0,February
651,652,156,Sports,6386.0,February
652,653,112,Clothing,8384.0,February
653,654,45,Sports,7414.0,February
654,655,119,Sports,6463.0,February
655,656,87,Sports,2897.0,February
656,657,149,Sports,6004.0,February
657,658,24,Home,8818.0,February
658,659,43,Home,255.0,February
659,660,163,Electronics,9444.0,February
660,661,177,Sports,3373.0,February
661,662,156,Clothing,9677.0,February
662,663,112,Electronics,8322.0,February
663,664,7,Sports,9457.0,February
664,665,173,Sports,1545.0,February
665,666,104,Clothing,3803.0,February
666,667,160,Clothing,6342.0,February
667,668,59,Home,1031.0,February
668,669,34,Sports,7400.0,February
669,670,159,Clothing,7784.0,February
670,671,146,Clothing,,February
671,672,2,Electronics,4347.0,February
672,673,99,Sports,929.0,February
673,674,168,Sports,6870.0,February
674,675,58,Sports,1396.0,February
675,676,162,Sports,1061.0,February
676,677,29,Sports,8853.0,February
677,678,69,Clothing,5226.0,February
678,679,60,Electronics,7487.0,February
679,680,151,Electronics,7880.0,February
680,681,46,Sports,7588.0,February
681,682,50,Home,4937.0,February
682,683,57,Sports,3453.0,February
683,684,46,Sports,3904.0,February
684,685,20,Home,7926.0,February
685,686,191,Sports,5208.0,February
686,687,196,Clothing,4351.0,February
687,688,27,Sports,6959.0,February
688,689,95,Clothing,5828.0,February
689,690,72,Clothing,2166.0,February
690,691,12,Electronics,7122.0,February
691,692,161,Sports,8458.0,February
692,693,96,Home,7061.0,February
693,694,162,Electronics,1908.0,February
694,695,72,Electronics,5277.0,February
695,696,80,Clothing,2236.0,February
696,697,130,Home,3105.0,February
697,698,133,Sports,9376.0,February
698,699,185,Clothing,7257.0,February
699,700,52,Sports,8129.0,February
700,701,82,Sports,4410.0,February
701,702,81,Clothing,9202.0,February
702,703,76,Sports,6026.0,February
703,704,197,Clothing,8348.0,February
704,705,168,Clothing,1438.0,February
705,706,159,Clothing,1416.0,February
706,707,199,Home,9680.0,February
707,708,12,Home,9761.0,February
708,709,167,Electronics,5233.0,February
709,710,118,Clothing,7309.0,February
710,711,127,Clothing,4492.0,February
711,712,179,Clothing,2457.0,February
712,713,13,Sports,8542.0,February
713,714,140,Sports,5059.0,February
714,715,27,Clothing,8789.0,February
715,716,1,Clothing,4095.0,February
716,717,116,Clothing,3371.0,February
717,718,107,Sports,2972.0,February
718,719,95,Electronics,9055.0,February
719,720,134,Sports,9761.0,February
720,721,51,Clothing,7515.0,February
721,722,178,Sports,9142.0,February
722,723,116,Home,4995.0,February
723,724,120,Sports,8441.0,February
724,725,61,Clothing,3031.0,February
725,726,93,Home,2512.0,February
726,727,176,Electronics,1966.0,February
727,728,199,Home,711.0,February
728,729,64,Home,3993.0,February
729,730,79,Clothing,4889.0,February
730,731,55,Sports,629.0,February
731,732,114,Home,6007.0,February
732,733,131,Home,3309.0,February
733,734,84,Sports,6983.0,February
734,735,80,Clothing,345.0,February
735,736,183,Home,500.0,February
736,737,137,Electronics,9286.0,February
737,738,107,Home,2701.0,February
738,739,91,Sports,4788.0,February
739,740,96,Sports,6515.0,February
740,741,22,Electronics,2450.0,February
741,742,22,Clothing,2368.0,February
742,743,122,Home,1409.0,February
743,744,90,Home,6523.0,February
744,745,59,Home,9226.0,February
745,746,63,Electronics,3459.0,February
746,747,127,Sports,9007.0,February
747,748,77,Electronics,7602.0,February
748,749,148,Electronics,9790.0,February
749,750,174,Clothing,2981.0,February
750,751,140,Sports,8652.0,February
751,752,75,Home,6017.0,February
752,753,13,Electronics,2374.0,February
753,754,116,Home,1848.0,February
754,755,180,Home,7934.0,February
755,756,134,Electronics,7130.0,February
756,757,67,Sports,3674.0,February
757,758,86,Sports,3304.0,February
758,759,146,Sports,2934.0,February
759,760,193,Electronics,5349.0,February
760,761,81,Home,6929.0,February
761,762,75,Home,9646.0,February
762,763,167,Sports,5239.0,February
763,764,162,Electronics,247.0,February
764,765,142,Clothing,6527.0,February
765,766,44,Electronics,6878.0,February
766,767,114,Home,2548.0,February
767,768,18,Clothing,891.0,February
768,769,71,Home,7172.0,February
769,770,179,Clothing,1977.0,February
770,771,106,Home,,February
771,772,96,Clothing,5643.0,February
772,773,153,Clothing,5775.0,February
773,774,54,Sports,4823.0,February
774,775,84,Electronics,1638.0,February
775,776,88,Home,9926.0,February
776,777,148,Sports,5829.0,February
777,778,186,Home,5478.0,February
778,779,94,Sports,1279.0,February
779,780,19,Home,3960.0,February
780,781,138,Sports,3037.0,February
781,782,22,Clothing,6589.0,February
782,783,152,Sports,7342.0,February
783,784,73,Clothing,6459.0,February
784,785,36,Home,7313.0,February
785,786,55,Home,3115.0,February
786,787,58,Sports,,February
787,788,136,Sports,3342.0,February
788,789,40,Sports,,February
789,790,54,Clothing,3662.0,February
790,791,24,Sports,4720.0,February
791,792,189,Home,9886.0,February
792,793,9,Sports,5474.0,February
793,794,76,Home,8687.0,February
794,795,77,Clothing,2172.0,February
795,796,119,Home,7210.0,February
796,797,144,Sports,6081.0,February
797,798,54,Electronics,2817.0,February
798,799,159,Sports,4919.0,February
799,800,30,Home,4277.0,February
800,801,80,Home,4389.0,February
801,802,137,Sports,5100.0,February
802,803,183,Clothing,875.0,February
803,804,173,Home,9573.0,February
804,805,195,Sports,2875.0,February
805,806,116,Home,5828.0,February
806,807,174,Clothing,6325.0,February
807,808,96,Sports,7757.0,February
808,809,16,Sports,9643.0,February
809,810,110,Sports,8543.0,February
810,811,8,Electronics,6519.0,February
811,812,162,Electronics,2127.0,February
812,813,41,Electronics,4349.0,February
813,814,131,Sports,3920.0,February
814,815,32,Clothing,588.0,February
815,816,108,Sports,8676.0,February
816,817,69,Sports,6557.0,February
817,818,161,Sports,5954.0,February
818,819,113,Home,6744.0,February
819,820,189,Electronics,5172.0,February
820,821,131,Home,7403.0,February
821,822,38,Sports,9798.0,February
822,823,102,Electronics,3896.0,February
823,824,154,Electronics,4716.0,February
